energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,trans-fat_100g,cholesterol_100g,calcium_100g,iron_100g,potassium_100g,vitamin-c_100g,vitamin-a_100g,additives_n,ingredients_from_palm_oil_n,ingredients_that_may_be_from_palm_oil_n,ingredients_count,nutrition_grade_fr
377.0,1.5,0.17,18.67,1.33,1.0,1.0,0.22098,0.087,0.0,0.0,0.013,0.00048,0.147,0.003,5.01e-05,0.0,0.0,0.0,15,b
1393.0,0.0,0.0,83.33,72.22,5.6,0.0,0.07112,0.028,0.0,0.0,0.0,0.0,0.444,0.0333,0.0,3.0,0.0,0.0,11,c
1343.0,0.0,0.0,78.57,64.29,7.1,0.0,0.27178,0.107,0.0,0.0,0.0,0.0,0.786,0.0,0.0010713,2.0,0.0,0.0,10,c
1343.0,0.0,0.0,78.57,57.14,7.1,0.0,0.27178,0.107,0.0,0.0,0.0,0.0,0.786,0.0,0.0010713,1.0,0.0,0.0,11,c
1870.0,14.89,2.13,65.96,23.4,6.4,12.77,0.05334,0.021,0.0,0.0,0.043,0.00383,0.362,0.0,0.0,0.0,0.0,0.0,10,c
828.0,9.38,8.33,25.0,19.79,0.0,4.17,0.15748,0.062,0.0,0.005,0.156,0.0,0.229,0.0013,3.12e-05,3.0,0.0,0.0,13,d
828.0,9.38,7.29,26.04,21.88,0.0,4.17,0.15748,0.062,0.0,0.01,0.156,0.0,0.188,0.0013,3.12e-05,7.0,0.0,0.0,16,d
828.0,8.33,7.29,26.04,21.88,0.0,4.17,0.15748,0.062,0.0,0.016,0.156,0.0,0.198,0.0013,3.12e-05,8.0,0.0,0.0,20,d
870.0,10.42,8.33,27.08,22.92,0.0,4.17,0.22606,0.089,0.0,0.01,0.104,0.0,0.177,0.0013,3.12e-05,5.0,0.0,0.0,14,d
870.0,10.42,7.29,27.08,18.75,1.0,4.17,0.17272,0.068,0.0,0.005,0.104,0.00112,0.281,0.0013,3.12e-05,3.0,0.0,0.0,17,d
870.0,10.42,8.33,25.0,19.79,0.0,4.17,0.18542,0.073,0.0,0.01,0.156,0.0,0.208,0.0013,3.12e-05,4.0,0.0,0.0,13,d
2092.0,25.0,6.25,62.5,6.25,0.0,6.25,1.66624,0.656,0.0,0.0,0.0,0.00225,0.062,0.0,0.0,2.0,0.0,0.0,10,e
209.0,0.0,0.0,12.5,11.25,0.0,0.42,0.01016,0.004,0.0,0.0,0.008,0.0,0.138,0.025,0.0,2.0,0.0,0.0,7,b
259.0,1.95,0.0,10.16,7.03,1.6,1.56,0.93218,0.367,0.0,0.0,0.016,0.00056,0.281,0.007,0.0001173,1.0,0.0,0.0,13,c
209.0,0.0,0.0,12.5,10.83,0.0,0.42,0.01016,0.004,0.0,0.0,0.008,0.00015,0.129,0.025,0.0,2.0,0.0,0.0,8,b
209.0,0.0,0.0,12.08,11.25,0.0,0.42,0.01016,0.004,0.0,0.0,0.0,0.0,0.138,0.025,0.0,2.0,0.0,0.0,11,b
1674.0,18.0,8.0,60.0,32.0,2.0,4.0,1.016,0.4,0.0,0.02,0.0,0.00144,0.18,0.0,0.0,15.0,0.0,0.0,41,e
259.0,0.1,0.0,14.3,0.0,0.8,1.1,0.0127,0.005,0.0,0.0,0.01,0.0,1.032,0.0006,1.5e-05,0.0,0.0,0.0,1,a
372.0,0.0,0.0,21.11,13.33,3.3,1.11,0.01524,0.006,0.0,0.0,0.022,0.0008,0.278,0.0667,0.0005832,2.0,0.0,0.0,9,a
268.0,0.0,0.0,15.25,12.29,0.0,0.42,0.01016,0.004,0.0,0.0,0.008,0.00015,0.242,0.0,0.0,0.0,0.0,0.0,1,b
1674.0,10.0,6.25,77.5,35.0,0.0,2.5,1.2065,0.475,0.0,0.0,0.0,0.0,0.062,0.0,0.0,5.0,0.0,0.0,24,e
1833.0,21.25,15.0,57.5,38.75,2.5,3.75,0.8255,0.325,0.0,0.0,0.025,0.00225,0.25,0.0,0.0,2.0,0.0,0.0,12,e
322.0,0.0,0.0,19.66,17.95,0.9,0.0,0.02286,0.009,0.0,0.0,0.0,0.00031,0.103,0.0103,0.0,0.0,0.0,0.0,3,b
1435.0,1.43,0.0,62.86,2.86,31.4,20.0,3.41122,1.343,0.0,0.0,0.171,0.00514,1.4,0.0034,0.0,1.0,0.0,0.0,8,c
1552.0,0.0,0.0,60.0,2.86,28.6,25.71,2.97434,1.171,0.0,0.0,0.057,0.00771,0.914,0.0069,8.58e-05,3.0,0.0,0.0,11,c
1046.0,0.0,0.0,60.0,30.0,7.5,2.5,0.03048,0.012,0.0,0.0,0.05,0.0009,0.725,0.0,0.000375,0.0,0.0,0.0,2,c
1393.0,15.15,9.09,63.64,54.55,3.0,3.03,0.0,0.0,0.0,0.0,0.0,0.00164,0.0,0.0,0.0,0.0,0.0,0.0,3,e
351.0,0.0,0.0,12.78,11.89,0.4,8.37,0.11176,0.044,0.0,0.004,0.088,0.00016,0.167,0.0011,0.0,4.0,0.0,0.0,10,a
364.0,0.0,0.0,12.67,12.0,0.7,8.67,0.09398,0.037,0.0,0.007,0.1,0.0,0.167,0.0,0.0,3.0,0.0,0.0,11,a
368.0,0.88,0.59,17.65,14.71,0.0,2.94,0.127,0.05,0.0,0.003,0.294,0.00021,0.159,0.0,0.0001764,5.0,0.0,0.0,13,c
305.0,6.36,0.91,3.64,1.82,1.8,0.0,0.762,0.3,0.0,0.0,0.036,0.00065,0.1,0.0,0.0001092,2.0,0.0,0.0,10,b
1674.0,0.0,0.0,92.0,76.0,4.0,4.0,0.5588,0.22,0.0,0.0,0.6,0.0288,0.34,0.192,0.0015,5.0,0.0,0.0,30,d
1674.0,0.0,0.0,92.0,84.0,4.0,4.0,0.0508,0.02,0.0,0.0,1.2,0.0432,0.32,0.192,0.0015,5.0,0.0,0.0,25,c
1858.0,16.67,6.94,55.56,36.11,2.8,16.67,0.56388,0.222,0.0,0.014,0.833,0.0125,0.833,0.0417,0.0008334,3.0,0.0,0.0,14,d
126.0,0.0,0.0,7.43,6.08,2.0,0.68,0.00762,0.003,0.0,0.0,0.027,0.00049,0.128,0.0081,0.0,0.0,0.0,0.0,1,a
1464.0,0.0,0.0,85.0,75.0,5.0,0.0,0.0635,0.025,0.0,0.0,0.0,0.0054,0.6,0.06,0.0,3.0,0.0,0.0,7,c
96.0,0.0,0.0,5.6,5.6,0.0,0.0,0.0635,0.025,0.0,0.0,0.2,7e-05,0.09,0.0019,0.0,0.0,0.0,0.0,1,b
50.0,0.0,0.0,2.8,2.4,0.0,0.0,0.10668,0.042,0.0,0.0,0.008,0.00014,0.1,0.001,0.0,0.0,0.0,0.0,1,b
96.0,0.0,0.0,5.8,5.6,0.0,0.0,0.0635,0.025,0.0,0.0,0.02,0.00036,0.09,0.003,0.0,0.0,0.0,0.0,1,b
96.0,0.0,0.0,5.6,5.6,0.0,0.0,0.0635,0.025,0.0,0.0,0.024,0.00043,0.09,0.0034,0.0,0.0,0.0,0.0,2,b
1795.0,16.07,0.0,67.86,0.0,10.7,10.71,1.27,0.5,0.0,0.0,0.0,0.00514,0.393,0.0,0.0,0.0,0.0,0.0,4,b
335.0,0.0,0.0,10.0,4.67,4.0,10.0,0.11938,0.047,0.0,0.003,0.1,0.0,0.147,0.0,0.0,3.0,0.0,0.0,12,a
297.0,1.06,0.71,7.8,4.96,0.0,7.8,0.127,0.05,0.0,0.007,0.071,0.00026,0.099,0.0,0.0,10.0,0.0,0.0,21,a
222.0,0.0,0.0,5.33,4.67,0.0,8.0,0.0762,0.03,0.0,0.007,0.1,0.0,0.1,0.0,0.0,4.0,0.0,0.0,12,a
268.0,0.0,0.0,15.68,13.14,0.0,0.0,0.01524,0.006,0.0,0.0,0.008,0.0,0.216,0.0,0.0,0.0,0.0,0.0,2,b
1255.0,11.67,5.0,36.67,1.67,28.3,35.0,1.31318,0.517,0.0,0.008,0.25,0.0006,0.158,0.0,0.0,0.0,0.0,0.0,11,c
1954.0,16.67,1.67,70.0,0.0,10.0,10.0,1.60782,0.633,0.0,0.0,0.133,0.0048,0.633,0.0,0.0,0.0,0.0,0.0,13,c
2100.0,35.0,3.0,30.0,27.5,6.5,12.5,0.07874,0.031,0.0,0.0,0.168,0.00274,0.554,0.0026,3.6e-06,1.0,0.0,0.0,6,c
2092.0,35.0,2.75,32.5,30.0,6.2,12.25,0.0762,0.03,0.0,0.0,0.162,0.00274,0.537,0.0026,3.6e-06,0.0,0.0,0.0,5,c
2121.0,37.33,2.67,40.0,32.0,5.3,16.0,0.0,0.0,0.0,0.0,0.16,0.00288,0.507,0.0,0.0,0.0,0.0,0.0,4,c
1674.0,8.89,6.67,42.22,20.0,2.2,35.56,1.80594,0.711,0.0,0.022,0.444,0.012,0.189,0.0133,0.0005001,2.0,0.0,0.0,13,d
1619.0,3.23,0.0,83.87,22.58,3.2,6.45,1.55702,0.613,0.0,0.0,0.0,0.02613,0.21,0.0484,0.0007257,4.0,0.0,0.0,36,d
201.0,0.0,0.0,10.84,0.0,0.6,1.2,0.42926,0.169,0.0,0.0,0.048,0.00043,0.193,0.0014,0.0,0.0,0.0,0.0,5,b
1435.0,15.71,2.14,44.29,8.57,1.4,5.71,1.70434,0.671,0.0,0.007,0.429,0.00514,0.05,0.0,0.0004287,2.0,0.0,0.0,12,d
1443.0,18.58,7.96,40.71,22.12,0.9,3.54,0.6731,0.265,0.0,0.031,0.035,0.00064,0.033,0.0011,0.0001326,4.0,0.0,0.0,14,d
1443.0,19.47,8.85,38.94,22.12,0.9,3.54,0.62992,0.248,0.0,0.044,0.035,0.00064,0.045,0.0,0.0001992,3.0,0.0,1.0,16,d
2092.0,21.88,6.25,68.75,28.12,3.1,6.25,1.11252,0.438,0.0,0.0,0.0,0.00225,0.094,0.0,0.0,2.0,0.0,0.0,14,d
816.0,0.88,0.0,40.71,1.77,1.8,6.19,0.56134,0.221,0.0,0.009,0.0,0.00096,0.111,0.0021,0.0003318,0.0,0.0,0.0,13,a
1084.0,4.32,2.16,43.88,1.44,2.2,12.23,0.56642,0.223,0.0,0.022,0.108,0.00104,0.158,0.0,4.32e-05,2.0,0.0,0.0,13,a
908.0,6.2,3.49,30.23,1.55,2.3,11.63,0.59182,0.233,0.0,0.031,0.116,0.00112,0.209,0.0028,0.0005814,2.0,0.0,0.0,14,a
925.0,3.1,1.77,38.94,1.77,1.8,7.96,0.62992,0.248,0.0,0.018,0.088,0.00127,0.168,0.0042,0.000531,0.0,0.0,0.0,12,a
925.0,2.65,0.88,41.59,1.77,1.8,7.08,0.69596,0.274,0.0,0.013,0.035,0.00096,0.142,0.0042,0.0001992,0.0,0.0,0.0,14,a
925.0,2.65,1.33,40.71,0.88,1.8,7.96,0.69596,0.274,0.0,0.013,0.053,0.00096,0.15,0.0042,0.0,0.0,0.0,0.0,12,b
925.0,2.65,0.0,42.48,0.88,3.5,7.08,1.1684,0.46,0.0,0.0,0.018,0.00096,0.142,0.0032,0.0,0.0,0.0,0.0,10,a
1456.0,0.0,0.0,78.26,4.35,4.4,8.7,4.19608,1.652,0.0,0.0,0.0,0.0,1.043,0.0157,0.0,4.0,0.0,0.0,10,c
1536.0,1.67,0.0,80.0,6.67,16.7,10.0,0.84582,0.333,0.0,0.0,0.0,0.006,0.533,0.0,0.0,0.0,0.0,0.0,4,a
1598.0,23.53,11.76,50.0,2.94,17.6,14.71,0.52324,0.206,0.0,0.015,0.059,0.00106,0.235,0.0,0.0,6.0,0.0,0.0,28,d
1569.0,0.0,0.0,92.5,75.0,0.0,0.0,0.0635,0.025,0.0,0.0,0.0,0.0,0.012,0.0,0.0,7.0,0.0,0.0,16,d
1941.0,28.57,5.36,53.57,28.57,3.6,14.29,1.27,0.5,0.0,0.0,0.0,0.00386,0.375,0.0,0.0,0.0,0.0,0.0,13,d
2092.0,28.57,5.36,50.0,25.0,3.6,17.86,1.22428,0.482,0.0,0.0,0.0,0.00386,0.375,0.0,0.0,0.0,0.0,0.0,14,d
2092.0,32.14,5.36,50.0,25.0,3.6,17.86,1.36144,0.536,0.0,0.0,0.0,0.00386,0.393,0.0,0.0,0.0,0.0,0.0,13,d
2033.0,25.71,14.29,65.71,34.29,2.9,5.71,1.23444,0.486,0.0,0.057,0.0,0.00206,0.171,0.0,0.0001713,1.0,0.0,0.0,15,e
2151.0,28.57,14.29,57.14,28.57,2.9,8.57,1.524,0.6,0.0,0.071,0.0,0.00206,0.214,0.0,0.0002571,0.0,0.0,0.0,12,e
1301.0,6.67,0.0,60.0,2.22,0.0,2.22,1.80594,0.711,0.0,0.0,0.0,0.0008,0.067,0.0,0.0,1.0,0.0,0.0,13,c
1494.0,1.79,0.0,80.36,5.36,1.8,7.14,0.0,0.0,0.0,0.0,0.0,0.00064,0.089,0.0,0.0,1.0,0.0,0.0,4,a
1598.0,1.82,0.0,81.82,20.0,10.9,9.09,0.04572,0.018,0.0,0.0,0.036,0.00327,0.327,0.0,0.0,1.0,0.0,0.0,4,a
1674.0,6.67,0.0,73.33,0.0,10.0,13.33,1.27,0.5,0.0,0.0,0.333,0.048,0.35,0.02,0.0005001,2.0,0.0,0.0,9,a
1644.0,3.57,0.0,82.14,32.14,7.1,7.14,1.45034,0.571,0.0,0.0,0.214,0.00257,0.232,0.0,0.0,2.0,0.0,0.0,10,d
1586.0,0.0,0.0,89.66,34.48,3.4,3.45,1.31318,0.517,0.0,0.0,0.0,0.00124,0.121,0.0,0.0,0.0,0.0,0.0,3,d
2510.0,52.0,4.0,20.0,4.0,8.0,20.0,0.0,0.0,0.0,0.0,0.24,0.00288,0.64,0.0,0.0,0.0,0.0,0.0,1,b
209.0,0.0,0.0,12.08,9.58,0.0,0.42,0.01016,0.004,0.0,0.0,0.0,0.0,0.121,0.025,0.0,1.0,0.0,0.0,9,b
209.0,0.0,0.0,12.92,10.42,0.0,0.42,0.01016,0.004,0.0,0.0,0.0,0.00015,0.138,0.025,0.0,1.0,0.0,0.0,5,b
243.0,0.83,0.42,10.0,0.83,0.8,1.67,1.67132,0.658,0.0,0.004,0.0,0.0003,0.029,0.0,0.0001251,1.0,0.0,0.0,17,c
297.0,0.88,0.0,13.27,7.96,1.8,2.65,0.05588,0.022,0.0,0.0,0.057,0.00035,0.301,0.0199,0.0001992,1.0,0.0,0.0,13,a
255.0,0.3,0.0,14.24,12.12,2.1,0.3,0.00508,0.002,0.0,0.0,0.018,0.00022,0.215,0.0073,3.63e-05,0.0,0.0,0.0,5,b
1632.0,8.47,0.85,71.19,16.95,11.9,10.17,0.60198,0.237,0.0,0.0,0.034,0.02746,0.356,0.0,0.0003813,2.0,0.0,0.0,24,a
2230.0,33.33,3.33,53.33,3.33,3.3,3.33,0.59182,0.233,0.0,0.0,0.0,0.0,1.033,0.0,0.0,0.0,0.0,0.0,2,c
1046.0,0.0,0.0,57.14,7.14,7.1,7.14,1.36144,0.536,0.0,0.0,0.0,0.00257,0.321,0.0,0.0,2.0,0.0,0.0,17,b
1987.0,27.5,12.5,57.5,40.0,6.2,7.5,0.15748,0.062,0.0,0.0,0.1,0.0018,0.425,0.006,0.000225,3.0,0.0,0.0,18,d
2092.0,32.5,3.75,42.5,22.5,7.5,15.0,0.0635,0.025,0.0,0.0,0.1,0.0027,0.475,0.003,7.5e-05,3.0,0.0,0.0,18,c
1883.0,25.0,8.75,57.5,32.5,7.5,7.5,0.15748,0.062,0.0,0.0,0.1,0.0018,0.475,0.006,0.000225,3.0,0.0,0.0,12,d
2176.0,40.0,5.0,35.0,12.5,7.0,15.0,0.0,0.0,0.0,0.0,0.1,0.0027,0.5,0.0,0.0,0.0,0.0,0.0,7,c
2092.0,32.5,7.5,47.5,30.0,6.2,12.5,0.09652,0.038,0.0,0.0,0.1,0.0018,0.45,0.003,7.5e-05,2.0,0.0,0.0,20,d
1987.0,30.0,12.5,52.5,30.0,7.5,7.5,0.15748,0.062,0.0,0.0,0.1,0.0018,0.375,0.0,0.0,1.0,0.0,0.0,7,d
1987.0,32.5,3.75,50.0,27.5,7.5,10.0,0.15748,0.062,0.0,0.0,0.1,0.0018,0.325,0.075,0.001875,1.0,0.0,0.0,11,c
2092.0,35.0,5.0,32.5,17.5,6.2,25.0,0.41148,0.162,0.0,0.0,0.1,0.0036,0.4,0.0,0.0,1.0,0.0,0.0,14,c
1987.0,27.5,3.75,50.0,27.5,7.5,10.0,0.0,0.0,0.0,0.0,0.1,0.0027,0.325,0.0,0.0,0.0,0.0,0.0,9,c
1987.0,30.0,3.75,50.0,25.0,6.2,10.0,0.127,0.05,0.0,0.0,0.1,0.0027,0.375,0.003,0.0,1.0,0.0,0.0,13,c
1987.0,27.5,3.75,47.5,27.5,7.5,17.5,0.15748,0.062,0.0,0.0,0.1,0.0018,0.375,0.003,0.0,3.0,0.0,0.0,16,c
1987.0,30.0,2.5,50.0,22.5,12.5,10.0,0.127,0.05,0.0,0.0,0.1,0.0027,0.425,0.003,0.0,3.0,0.0,0.0,18,c
1987.0,25.0,2.5,55.0,25.0,7.5,10.0,0.15748,0.062,0.0,0.0,0.1,0.0027,0.45,0.075,0.001875,3.0,0.0,0.0,18,c
1883.0,22.5,6.25,55.0,35.0,6.2,10.0,0.127,0.05,0.0,0.0,0.1,0.0027,0.35,0.075,0.001875,1.0,0.0,0.0,18,d
2092.0,32.5,8.75,42.5,22.5,6.2,17.5,0.254,0.1,0.0,0.0,0.1,0.0036,0.45,0.0,0.0,1.0,0.0,0.0,15,d
1987.0,25.0,3.75,57.5,27.5,6.2,10.0,0.15748,0.062,0.0,0.0,0.05,0.0027,0.4,0.003,0.0,3.0,0.0,0.0,18,c
2092.0,37.5,7.5,40.0,12.5,17.5,15.0,0.09652,0.038,0.0,0.0,0.15,0.0036,0.525,0.0,0.0,1.0,0.0,0.0,15,c
2138.0,35.56,3.33,33.33,13.33,6.7,22.22,0.70612,0.278,0.0,0.0,0.178,0.004,0.511,0.0,0.0,1.0,0.0,0.0,13,c
2138.0,35.56,3.33,33.33,13.33,6.7,22.22,0.67818,0.267,0.0,0.0,0.133,0.004,0.489,0.0027,6.66e-05,1.0,0.0,0.0,17,c
2138.0,35.56,3.33,33.33,13.33,6.7,22.22,0.65024,0.256,0.0,0.0,0.178,0.004,0.511,0.0,6.66e-05,1.0,0.0,0.0,18,c
2138.0,35.56,3.33,33.33,13.33,6.7,22.22,0.70612,0.278,0.0,0.0,0.178,0.004,0.511,0.0,6.66e-05,0.0,0.0,0.0,20,c
2138.0,35.56,3.33,33.33,13.33,6.7,22.22,0.78994,0.311,0.0,0.0,0.133,0.004,0.511,0.0027,0.0001332,1.0,0.0,0.0,13,c
2092.0,37.5,21.25,40.0,12.5,15.0,12.5,0.762,0.3,0.0,0.0,0.1,0.0036,0.5,0.0,0.0,1.0,0.0,0.0,16,d
2197.0,40.0,3.75,32.5,12.5,12.5,15.0,0.889,0.35,0.0,0.0,0.15,0.0027,0.475,0.0,0.0,1.0,0.0,0.0,11,c
2092.0,37.5,8.75,40.0,12.5,17.5,15.0,0.73152,0.288,0.0,0.0,0.1,0.0036,0.525,0.0,7.5e-05,1.0,0.0,0.0,18,d
1987.0,25.0,2.5,55.0,25.0,7.5,10.0,0.15748,0.062,0.0,0.0,0.1,0.0027,0.45,0.075,0.001875,4.0,0.0,0.0,20,c
1883.0,27.5,8.75,52.5,25.0,15.0,10.0,0.15748,0.062,0.0,0.0,0.1,0.0027,0.338,0.0,7.5e-05,1.0,0.0,0.0,10,d
1987.0,30.0,12.5,52.5,30.0,7.5,7.5,0.15748,0.062,0.0,0.0,0.1,0.0018,0.375,0.0,0.0,1.0,0.0,0.0,9,d
2138.0,35.56,3.33,33.33,13.33,6.7,22.22,0.67818,0.267,0.0,0.0,0.133,0.004,0.489,0.0027,6.66e-05,1.0,0.0,0.0,18,c
1778.0,22.5,7.5,60.0,35.0,10.0,7.5,0.127,0.05,0.0,0.0,0.1,0.0036,0.375,0.03,0.00075,2.0,0.0,0.0,24,d
2092.0,32.5,8.75,42.5,22.5,6.2,20.0,0.15748,0.062,0.0,0.0,0.1,0.0036,0.475,0.0,0.0,1.0,0.0,0.0,18,d
2197.0,40.0,3.75,35.0,10.0,15.0,17.5,0.09652,0.038,0.0,0.0,0.15,0.0027,0.525,0.0,0.0,1.0,0.0,0.0,12,c
2092.0,37.5,7.5,40.0,12.5,17.5,15.0,0.79248,0.312,0.0,0.0,0.15,0.0036,0.525,0.0,0.0,1.0,0.0,0.0,18,d
2092.0,40.0,7.5,37.5,12.5,17.5,15.0,0.79248,0.312,0.0,0.0,0.2,0.0027,0.5,0.0,0.0,2.0,0.0,0.0,13,d
2197.0,42.5,3.75,32.5,12.5,12.5,12.5,0.889,0.35,0.0,0.0,0.1,0.0027,0.45,0.0,0.0,1.0,0.0,0.0,12,c
2092.0,37.5,8.75,40.0,12.5,17.5,15.0,0.73152,0.288,0.0,0.0,0.1,0.0036,0.525,0.0,7.5e-05,1.0,0.0,0.0,22,d
2092.0,40.0,8.75,40.0,12.5,17.5,12.5,0.127,0.05,0.0,0.0,0.1,0.0036,0.475,0.0,0.0,1.0,0.0,0.0,20,d
2197.0,40.0,5.0,35.0,10.0,12.5,17.5,0.09652,0.038,0.0,0.0,0.15,0.0027,0.525,0.0,0.0,1.0,0.0,0.0,10,c
2092.0,37.5,8.75,40.0,12.5,17.5,15.0,0.79248,0.312,0.0,0.0,0.15,0.0036,0.525,0.0,0.0,1.0,0.0,0.0,14,d
2092.0,40.0,8.75,40.0,12.5,17.5,12.5,0.127,0.05,0.0,0.0,0.1,0.0036,0.475,0.0,0.0,1.0,0.0,0.0,16,d
2092.0,35.0,5.0,40.0,10.0,12.5,15.0,0.09652,0.038,0.0,0.0,0.1,0.0036,0.475,0.0,0.0,1.0,0.0,0.0,11,c
2092.0,37.5,7.5,40.0,12.5,17.5,15.0,0.09652,0.038,0.0,0.0,0.15,0.0036,0.525,0.0,0.0,1.0,0.0,0.0,16,c
1987.0,27.5,3.75,52.5,25.0,6.2,10.0,0.127,0.05,0.0,0.0,0.1,0.0027,0.375,0.0,0.0,1.0,0.0,0.0,15,c
1987.0,30.0,12.5,55.0,30.0,10.0,7.5,0.15748,0.062,0.0,0.0,0.1,0.0027,0.4,0.0,0.0,1.0,0.0,0.0,17,d
2092.0,37.5,8.75,42.5,12.5,15.0,12.5,0.127,0.05,0.0,0.0,0.1,0.0045,0.5,0.0,0.0,1.0,0.0,0.0,16,d
2092.0,37.5,5.0,37.5,12.5,10.0,15.0,0.85852,0.338,0.0,0.0,0.1,0.0036,0.475,0.0,0.0,1.0,0.0,0.0,10,c
2092.0,37.5,5.0,37.5,10.0,12.5,15.0,0.85852,0.338,0.0,0.0,0.1,0.0036,0.475,0.0,0.0,1.0,0.0,0.0,12,c
1987.0,30.0,12.5,55.0,30.0,10.0,7.5,0.15748,0.062,0.0,0.0,0.1,0.0027,0.4,0.0,0.0,1.0,0.0,0.0,18,d
1552.0,10.0,7.14,71.43,45.71,8.6,2.86,0.32766,0.129,0.0,0.0,0.057,0.00206,0.271,0.0034,0.0,0.0,0.0,0.0,4,d
1552.0,1.43,0.0,88.57,60.0,8.6,2.86,0.508,0.2,0.0,0.0,0.171,0.00206,0.386,0.0034,0.0003429,0.0,0.0,0.0,3,d
1552.0,1.43,0.0,82.86,48.57,8.6,2.86,0.47244,0.186,0.0,0.0,0.057,0.00514,0.386,0.0034,0.0,0.0,0.0,0.0,3,d
1314.0,0.0,0.0,77.14,51.43,7.1,2.86,0.32766,0.129,0.0,0.0,0.057,0.00206,0.243,0.0103,0.0,0.0,0.0,0.0,5,c
1314.0,2.86,0.0,74.29,31.43,11.4,2.86,0.39878,0.157,0.0,0.0,0.057,0.00206,0.357,0.0257,0.0001713,0.0,0.0,0.0,5,c
2092.0,37.5,8.75,42.5,12.5,17.5,10.0,0.09652,0.038,0.0,0.0,0.1,0.0027,0.4,0.0,7.5e-05,2.0,0.0,0.0,21,d
2092.0,37.5,8.75,42.5,12.5,15.0,12.5,0.09652,0.038,0.0,0.0,0.1,0.0045,0.5,0.0,0.0,1.0,0.0,0.0,20,d
167.0,0.0,0.0,8.75,7.5,0.0,1.67,0.0381,0.015,0.0,0.0,0.008,0.0006,0.217,0.0063,0.0017499,0.0,0.0,0.0,2,b
268.0,0.0,0.0,16.25,15.0,0.8,0.83,0.01524,0.006,0.0,0.0,0.021,0.00038,0.14,0.0182,0.0002376,0.0,0.0,0.0,3,b
113.0,0.0,0.0,6.25,3.75,0.4,0.42,0.01016,0.004,0.0,0.0,0.017,0.0003,0.14,0.0038,3.75e-05,0.0,0.0,0.0,6,b
33.0,0.0,0.0,1.67,0.42,0.4,0.42,0.02032,0.008,0.0,0.0,0.017,0.0003,0.094,0.0002,5.01e-05,0.0,0.0,0.0,6,b
167.0,0.0,0.0,4.58,3.33,0.4,0.83,0.0127,0.005,0.0,0.0,0.025,0.00045,0.126,0.015,0.0005313,0.0,0.0,0.0,7,b
1464.0,0.0,0.0,87.5,62.5,0.0,0.0,0.09652,0.038,0.0,0.0,0.0,0.00112,0.094,0.0112,0.0,1.0,0.0,0.0,3,d
1464.0,0.0,0.0,87.5,62.5,0.0,0.0,0.09652,0.038,0.0,0.0,0.0,0.00112,0.094,0.0112,0.0,1.0,0.0,0.0,5,d
2351.0,43.75,6.25,31.25,15.62,6.2,21.88,0.0,0.0,0.0,0.0,0.062,0.00225,0.562,0.0,0.0,0.0,0.0,0.0,5,d
1456.0,0.0,0.0,3.03,0.0,0.0,75.76,2.85496,1.124,0.0,0.0,0.091,0.00055,1.015,0.0,0.0,1.0,0.0,0.0,1,d
2092.0,39.29,7.14,14.29,3.57,3.6,32.14,1.13284,0.446,0.0,0.0,0.071,0.01607,0.839,0.0,0.0001071,0.0,0.0,0.0,7,d
2092.0,39.29,7.14,14.29,3.57,3.6,32.14,1.13284,0.446,0.0,0.0,0.071,0.01286,0.782,0.0,0.0001071,0.0,0.0,0.0,7,d
2092.0,25.0,3.12,50.0,12.5,6.2,21.88,0.71374,0.281,0.0,0.0,0.062,0.00112,0.344,0.0038,0.0,2.0,0.0,0.0,16,c
259.0,0.0,0.0,12.5,0.0,0.0,6.25,1.27,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2.0,0.0,0.0,17,b
230.0,0.0,0.0,11.81,0.79,0.8,0.79,0.89916,0.354,0.0,0.0,0.0,0.00028,0.012,0.0,0.0,1.0,0.0,0.0,4,b
230.0,0.39,0.0,11.72,0.78,0.8,0.78,0.79248,0.312,0.0,0.0,0.0,0.00028,0.012,0.0,0.0,1.0,0.0,0.0,4,b
2230.0,46.67,16.67,0.0,0.0,0.0,33.33,2.92862,1.153,0.0,0.1,0.0,0.0,0.533,0.0,0.0,3.0,0.0,0.0,6,e
71.0,0.0,0.0,3.33,3.33,0.0,0.0,2.62382,1.033,0.0,0.0,0.0,0.0,0.133,0.03,9.99e-05,2.0,0.0,0.0,7,c
1340.0,28.6,10.7,1.79,1.79,0.0,12.5,3.58,1.41,0.0,0.0714,0.0,0.000643,0.25,0.0,0.0,1.0,0.0,0.0,5,e
1255.0,23.33,15.0,3.33,3.33,0.0,20.0,1.778,0.7,0.0,0.067,0.5,0.0,0.083,0.0,0.0003,0.0,0.0,0.0,4,e
1858.0,14.81,12.96,74.07,59.26,0.0,7.41,0.98806,0.389,0.0,0.0,0.148,0.0,0.556,0.0,0.000111,4.0,0.0,0.0,18,e
1142.0,0.0,0.0,72.73,0.0,0.0,0.0,6.92658,2.727,0.0,0.0,0.0,0.00655,0.818,0.0,0.0,10.0,0.0,0.0,18,d
1494.0,5.36,1.79,75.0,0.0,3.6,7.14,3.08356,1.214,0.0,0.0,0.357,0.02893,0.125,0.0,0.0002142,9.0,0.0,0.0,29,c
